Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Fuselage,Aluminum,14,New,Europe,Boeing,737
Wing,Composite,10,Used,Africa,Bombardier,737
Landing Gear,Aluminum,4,Used,Europe,Boeing,737
Fuselage,Aluminum,23,New,Europe,Gulfstream,A320
Fuselage,Aluminum,23,Used,Australia,Cessna,Citation X
Avionics,Steel,36,Used,North America,Airbus,CRJ900
Fuselage,Composite,26,Used,Africa,Bombardier,A320
Fuselage,Titanium,26,Used,Africa,Boeing,737
Landing Gear,Steel,33,Used,Africa,Bombardier,A320
Fuselage,Titanium,10,Used,North America,Boeing,CRJ900
Landing Gear,Titanium,43,Used,Europe,Bombardier,Citation X
Fuselage,Aluminum,14,Used,South America,Cessna,737
Fuselage,Titanium,6,New,Australia,Bombardier,A320
Landing Gear,Steel,5,Used,Europe,Embraer,A320
Engine,Steel,20,Used,North America,Airbus,A320
Wing,Steel,31,New,South America,Embraer,A320
Landing Gear,Steel,49,New,North America,Embraer,E175
Wing,Steel,18,Used,Australia,Bombardier,737
Wing,Steel,28,Used,Asia,Cessna,G650
Wing,Titanium,46,New,Europe,Gulfstream,Citation X
Wing,Aluminum,26,New,North America,Cessna,CRJ900
Fuselage,Composite,20,New,Europe,Embraer,CRJ900
Engine,Steel,5,New,South America,Airbus,E175
Fuselage,Aluminum,23,New,Australia,Cessna,G650
Avionics,Composite,7,Used,South America,Bombardier,CRJ900
Fuselage,Composite,44,Used,Australia,Boeing,CRJ900
Fuselage,Titanium,7,Used,North America,Cessna,CRJ900
Engine,Steel,11,New,Africa,Gulfstream,737
Engine,Titanium,34,Used,Africa,Airbus,Citation X
Wing,Titanium,42,Used,South America,Boeing,A320
Fuselage,Steel,39,Used,Asia,Embraer,737
Fuselage,Composite,29,Used,Europe,Gulfstream,737
Engine,Aluminum,42,New,Asia,Boeing,G650
Avionics,Composite,36,New,Australia,Bombardier,Citation X
Landing Gear,Composite,7,New,North America,Boeing,G650
Engine,Steel,5,New,Asia,Boeing,G650
Fuselage,Titanium,3,New,South America,Boeing,CRJ900
Avionics,Steel,38,New,Asia,Bombardier,G650
Wing,Steel,1,New,Asia,Bombardier,CRJ900
Fuselage,Composite,35,Used,North America,Embraer,G650
Wing,Aluminum,18,Used,Asia,Boeing,A320
Engine,Composite,10,Used,North America,Gulfstream,E175
Avionics,Steel,28,Used,Africa,Gulfstream,G650
Fuselage,Composite,41,Used,Australia,Gulfstream,CRJ900
Fuselage,Titanium,23,New,Africa,Cessna,G650
Avionics,Composite,6,Used,South America,Airbus,A320
Avionics,Composite,36,Used,South America,Airbus,G650
Engine,Aluminum,22,Used,Asia,Embraer,Citation X
Landing Gear,Steel,2,Used,Asia,Embraer,Citation X
Landing Gear,Aluminum,18,New,South America,Gulfstream,E175
Wing,Aluminum,27,New,Europe,Bombardier,G650
Avionics,Steel,48,New,Africa,Cessna,Citation X
Fuselage,Aluminum,19,New,Africa,Cessna,CRJ900
Avionics,Aluminum,26,New,Europe,Boeing,Citation X
Engine,Aluminum,15,New,Asia,Cessna,A320
Avionics,Titanium,31,Used,Africa,Bombardier,A320
Wing,Steel,25,Used,Asia,Bombardier,E175
Fuselage,Aluminum,33,New,North America,Cessna,CRJ900
Avionics,Aluminum,33,Used,Asia,Airbus,737
Avionics,Steel,31,New,South America,Boeing,A320
Wing,Steel,11,New,Asia,Bombardier,Citation X
Landing Gear,Composite,13,New,Australia,Airbus,G650
Engine,Steel,49,Used,Africa,Gulfstream,G650
Landing Gear,Steel,21,New,Africa,Gulfstream,A320
Fuselage,Steel,18,Used,Africa,Airbus,A320
Avionics,Steel,29,Used,Africa,Boeing,E175
Landing Gear,Composite,41,Used,South America,Embraer,CRJ900
Fuselage,Composite,37,Used,Africa,Bombardier,Citation X
Avionics,Titanium,41,Used,Australia,Cessna,E175
Engine,Aluminum,27,Used,Europe,Cessna,A320
Landing Gear,Steel,43,New,Europe,Airbus,CRJ900
Avionics,Composite,37,Used,Asia,Embraer,Citation X
Fuselage,Titanium,39,New,Australia,Airbus,G650
Avionics,Composite,27,New,Europe,Airbus,737
Fuselage,Composite,34,New,South America,Airbus,A320
Avionics,Aluminum,35,Used,Africa,Cessna,737
Engine,Steel,2,New,Australia,Boeing,CRJ900
Avionics,Steel,46,Used,Asia,Bombardier,Citation X
Landing Gear,Steel,23,Used,Africa,Gulfstream,E175
Landing Gear,Aluminum,47,New,South America,Bombardier,737
Landing Gear,Aluminum,22,New,South America,Cessna,CRJ900
Avionics,Titanium,49,Used,Europe,Cessna,Citation X
Avionics,Aluminum,8,New,Africa,Boeing,CRJ900
Landing Gear,Steel,45,New,Asia,Cessna,E175
Landing Gear,Steel,27,New,Asia,Embraer,E175
Wing,Titanium,10,New,Africa,Embraer,Citation X
Fuselage,Composite,8,New,North America,Boeing,G650
Engine,Steel,4,Used,Asia,Embraer,A320
Fuselage,Composite,44,Used,North America,Airbus,G650
Fuselage,Titanium,49,New,Europe,Bombardier,737
Wing,Composite,13,Used,Asia,Airbus,G650
Landing Gear,Aluminum,16,New,Europe,Embraer,Citation X
Landing Gear,Aluminum,1,Used,North America,Bombardier,E175
Avionics,Titanium,8,New,Africa,Airbus,E175
Fuselage,Titanium,17,New,North America,Cessna,A320
Fuselage,Titanium,33,New,Africa,Cessna,CRJ900
Engine,Composite,6,Used,Asia,Bombardier,E175
Wing,Composite,0,Used,North America,Airbus,737
Fuselage,Titanium,22,New,South America,Boeing,737
Avionics,Aluminum,41,Used,Australia,Bombardier,Citation X
Engine,Steel,31,New,Asia,Embraer,A320
Landing Gear,Steel,49,New,Europe,Boeing,CRJ900
Engine,Titanium,11,Used,North America,Cessna,CRJ900
Landing Gear,Steel,5,New,South America,Cessna,A320
Fuselage,Aluminum,26,New,South America,Gulfstream,A320
Fuselage,Aluminum,17,New,Africa,Airbus,G650
Avionics,Composite,44,New,Asia,Embraer,E175
Fuselage,Aluminum,20,New,South America,Bombardier,E175
Avionics,Aluminum,7,Used,North America,Airbus,E175
Avionics,Aluminum,9,Used,South America,Cessna,G650
Wing,Composite,27,Used,Europe,Boeing,A320
Landing Gear,Titanium,7,Used,Asia,Boeing,G650
Landing Gear,Steel,2,Used,Europe,Boeing,737
Engine,Titanium,2,Used,South America,Bombardier,Citation X
Landing Gear,Titanium,5,Used,Europe,Bombardier,737
Avionics,Steel,49,New,Asia,Boeing,Citation X
Wing,Aluminum,6,New,North America,Boeing,Citation X
Fuselage,Steel,15,Used,North America,Cessna,737
Fuselage,Aluminum,37,New,Asia,Boeing,A320
Wing,Aluminum,4,Used,South America,Cessna,E175
Avionics,Steel,29,Used,Australia,Bombardier,A320
Engine,Steel,32,Used,Australia,Cessna,737
Avionics,Aluminum,38,Used,North America,Gulfstream,CRJ900
Engine,Composite,5,New,Asia,Cessna,Citation X
Landing Gear,Composite,14,New,Africa,Cessna,A320
Fuselage,Steel,21,Used,North America,Boeing,A320
Avionics,Titanium,16,New,Asia,Airbus,CRJ900
Engine,Aluminum,16,Used,North America,Embraer,Citation X
Wing,Steel,47,Used,Africa,Airbus,CRJ900
Landing Gear,Aluminum,32,New,Asia,Cessna,Citation X
Fuselage,Composite,26,New,Africa,Embraer,737
Wing,Aluminum,39,New,Africa,Boeing,Citation X
Fuselage,Titanium,21,New,Australia,Bombardier,G650
Wing,Aluminum,19,New,North America,Boeing,737
Engine,Titanium,19,Used,South America,Boeing,G650
Landing Gear,Steel,19,Used,Asia,Airbus,A320
Wing,Titanium,10,New,South America,Boeing,CRJ900
Engine,Aluminum,11,New,Africa,Boeing,A320
Avionics,Steel,48,Used,Africa,Gulfstream,CRJ900
Landing Gear,Aluminum,18,Used,Asia,Boeing,737
Landing Gear,Steel,0,New,South America,Bombardier,A320
Avionics,Titanium,42,Used,Asia,Bombardier,G650
Wing,Aluminum,28,New,South America,Embraer,Citation X
Engine,Composite,37,Used,Europe,Embraer,CRJ900
Avionics,Titanium,16,New,Europe,Gulfstream,CRJ900
Engine,Titanium,21,New,Asia,Bombardier,737
Engine,Composite,30,New,Australia,Airbus,A320
Wing,Composite,6,New,Asia,Airbus,737
Avionics,Titanium,32,Used,Africa,Cessna,CRJ900
Fuselage,Titanium,34,Used,Europe,Airbus,E175
Wing,Steel,46,New,South America,Cessna,G650
Wing,Titanium,27,Used,Australia,Cessna,CRJ900
Wing,Steel,15,Used,North America,Embraer,737
Fuselage,Composite,40,New,Africa,Boeing,A320
Avionics,Composite,23,Used,Australia,Airbus,Citation X
Avionics,Titanium,7,Used,Europe,Gulfstream,Citation X
Wing,Composite,34,New,Australia,Cessna,E175
Engine,Titanium,3,Used,Africa,Gulfstream,G650
Avionics,Steel,1,New,Australia,Bombardier,G650
Engine,Steel,14,New,Australia,Embraer,G650
Engine,Steel,10,New,Asia,Bombardier,Citation X
Engine,Titanium,21,Used,Australia,Embraer,G650
Avionics,Composite,6,New,South America,Bombardier,E175
Fuselage,Composite,47,New,North America,Boeing,Citation X
Wing,Steel,3,New,Asia,Bombardier,737
Avionics,Composite,18,Used,Asia,Airbus,CRJ900
Avionics,Aluminum,43,Used,North America,Cessna,737
Engine,Steel,32,New,Australia,Bombardier,A320
Landing Gear,Composite,10,New,Asia,Cessna,CRJ900
Avionics,Composite,41,New,Europe,Boeing,G650
Engine,Titanium,26,Used,North America,Embraer,E175
Avionics,Composite,0,New,South America,Airbus,A320
Engine,Steel,22,New,Africa,Airbus,CRJ900
Landing Gear,Steel,5,Used,Europe,Gulfstream,E175
Engine,Aluminum,12,New,South America,Embraer,CRJ900
Avionics,Aluminum,14,Used,Africa,Embraer,CRJ900
Avionics,Composite,25,Used,Asia,Airbus,Citation X
Wing,Composite,0,Used,Europe,Bombardier,737
Engine,Titanium,25,New,North America,Cessna,A320
Avionics,Titanium,4,New,South America,Boeing,A320
Landing Gear,Aluminum,34,New,Australia,Embraer,CRJ900
Engine,Aluminum,9,New,North America,Embraer,A320
Wing,Aluminum,39,Used,South America,Cessna,737
Fuselage,Titanium,44,Used,Africa,Boeing,737
Avionics,Composite,7,New,North America,Airbus,A320
Wing,Titanium,23,New,Australia,Airbus,A320
Fuselage,Steel,14,New,Africa,Boeing,CRJ900
Fuselage,Steel,5,Used,Africa,Bombardier,E175
Fuselage,Aluminum,22,Used,South America,Embraer,A320
Wing,Steel,10,Used,Africa,Bombardier,CRJ900
Fuselage,Titanium,19,Used,Africa,Embraer,Citation X
Fuselage,Titanium,2,Used,Europe,Gulfstream,CRJ900
Fuselage,Composite,28,New,Asia,Bombardier,Citation X
Wing,Aluminum,32,Used,North America,Bombardier,CRJ900
Fuselage,Composite,45,New,Europe,Airbus,CRJ900
Landing Gear,Composite,44,New,North America,Gulfstream,CRJ900
Engine,Aluminum,27,Used,Europe,Gulfstream,Citation X
Wing,Aluminum,16,Used,South America,Gulfstream,G650
Fuselage,Titanium,19,Used,Asia,Boeing,E175
Landing Gear,Steel,22,Used,South America,Embraer,Citation X
Landing Gear,Composite,21,Used,Asia,Bombardier,A320
Landing Gear,Composite,33,New,Asia,Cessna,CRJ900
Engine,Composite,4,Used,North America,Cessna,A320
Landing Gear,Aluminum,30,Used,Europe,Airbus,G650
Wing,Steel,26,Used,Asia,Boeing,G650
Engine,Aluminum,19,New,North America,Bombardier,E175
Landing Gear,Steel,10,Used,Asia,Embraer,737
Fuselage,Titanium,37,Used,Africa,Bombardier,E175
Engine,Steel,26,Used,Australia,Embraer,A320
Landing Gear,Composite,39,New,Australia,Cessna,A320
Landing Gear,Composite,43,Used,South America,Embraer,CRJ900
Landing Gear,Titanium,49,New,North America,Cessna,737
Wing,Steel,29,Used,South America,Embraer,G650
Landing Gear,Steel,35,Used,Asia,Gulfstream,737
Wing,Composite,32,New,Europe,Cessna,A320
Avionics,Titanium,42,New,Europe,Gulfstream,CRJ900
Fuselage,Aluminum,45,Used,Africa,Gulfstream,G650
Fuselage,Composite,31,Used,Africa,Cessna,G650
Engine,Titanium,11,Used,North America,Airbus,Citation X
Landing Gear,Aluminum,49,Used,South America,Bombardier,E175
Wing,Steel,11,Used,Africa,Boeing,G650
Avionics,Aluminum,24,Used,Africa,Airbus,CRJ900
Avionics,Titanium,40,New,Asia,Embraer,G650
Fuselage,Steel,11,Used,Asia,Cessna,A320
Avionics,Titanium,2,New,Asia,Cessna,CRJ900
Engine,Titanium,22,Used,Asia,Bombardier,Citation X
Fuselage,Aluminum,1,New,South America,Bombardier,CRJ900
Avionics,Steel,20,New,Europe,Gulfstream,E175
Engine,Aluminum,29,Used,Europe,Cessna,CRJ900
Avionics,Aluminum,33,Used,North America,Embraer,A320
Landing Gear,Aluminum,29,New,South America,Embraer,737
Avionics,Steel,17,Used,South America,Cessna,737
Fuselage,Aluminum,35,Used,Europe,Airbus,CRJ900
Engine,Composite,42,New,South America,Cessna,E175
Avionics,Titanium,43,New,Africa,Cessna,CRJ900
Avionics,Steel,16,New,South America,Gulfstream,A320
Avionics,Aluminum,13,New,South America,Boeing,E175
Wing,Steel,47,New,Europe,Bombardier,737
Fuselage,Steel,20,Used,South America,Bombardier,CRJ900
Wing,Steel,28,New,Australia,Gulfstream,G650
Fuselage,Steel,20,New,North America,Gulfstream,G650
Wing,Steel,4,New,Europe,Gulfstream,G650
Avionics,Aluminum,37,New,South America,Embraer,A320
Avionics,Titanium,41,Used,South America,Boeing,A320
Wing,Titanium,27,Used,Asia,Airbus,G650
Fuselage,Composite,10,New,Australia,Gulfstream,737
Avionics,Composite,2,Used,Asia,Embraer,Citation X
Fuselage,Steel,27,Used,Asia,Cessna,A320
Landing Gear,Steel,17,New,Europe,Boeing,737
Engine,Aluminum,5,Used,Europe,Airbus,E175
Avionics,Titanium,29,Used,South America,Cessna,G650
Fuselage,Aluminum,1,New,Europe,Embraer,CRJ900
Wing,Composite,17,New,South America,Boeing,E175
Landing Gear,Aluminum,23,Used,North America,Cessna,G650
Engine,Titanium,22,New,Europe,Bombardier,A320
Engine,Composite,29,New,North America,Cessna,Citation X
Engine,Composite,40,Used,Asia,Embraer,Citation X
Engine,Composite,6,Used,Africa,Embraer,737
Wing,Aluminum,21,Used,South America,Embraer,737
Landing Gear,Aluminum,42,Used,Australia,Boeing,CRJ900
Fuselage,Titanium,7,New,North America,Gulfstream,Citation X
Wing,Composite,6,New,Africa,Bombardier,CRJ900
Fuselage,Aluminum,48,Used,Africa,Airbus,A320
Fuselage,Titanium,49,New,North America,Airbus,A320
Avionics,Steel,9,New,Asia,Airbus,CRJ900
Landing Gear,Steel,34,New,South America,Bombardier,CRJ900
Engine,Titanium,42,Used,Australia,Gulfstream,CRJ900
Avionics,Titanium,36,New,Europe,Gulfstream,CRJ900
Wing,Composite,38,Used,Europe,Gulfstream,CRJ900
Landing Gear,Steel,37,New,South America,Gulfstream,737
Fuselage,Aluminum,2,Used,Europe,Cessna,E175
Avionics,Aluminum,46,Used,Africa,Airbus,Citation X
Engine,Composite,19,New,Africa,Boeing,G650
Landing Gear,Steel,15,Used,North America,Embraer,Citation X
Wing,Steel,0,New,Africa,Boeing,737
Avionics,Steel,43,New,Europe,Gulfstream,Citation X
Landing Gear,Composite,6,New,North America,Cessna,CRJ900
Landing Gear,Titanium,30,Used,Europe,Gulfstream,E175
Landing Gear,Titanium,8,New,Asia,Gulfstream,E175
Engine,Steel,40,Used,Asia,Boeing,G650
Wing,Aluminum,4,New,Europe,Embraer,E175
Wing,Aluminum,23,New,Europe,Boeing,A320
Wing,Aluminum,38,New,North America,Airbus,E175
Wing,Steel,24,Used,North America,Cessna,A320
Wing,Titanium,3,New,Asia,Boeing,Citation X
Engine,Steel,25,Used,North America,Bombardier,737
Avionics,Aluminum,11,New,North America,Gulfstream,E175
Avionics,Aluminum,47,Used,Australia,Boeing,CRJ900
Wing,Titanium,28,New,South America,Gulfstream,G650
Wing,Composite,25,New,Europe,Bombardier,A320
Wing,Steel,13,Used,Asia,Airbus,G650
Landing Gear,Titanium,43,New,Africa,Boeing,G650
Avionics,Aluminum,23,Used,North America,Bombardier,A320
Wing,Aluminum,5,New,Europe,Airbus,737
Engine,Aluminum,23,Used,Asia,Gulfstream,737
Fuselage,Composite,48,New,South America,Gulfstream,737
Engine,Steel,41,New,Asia,Boeing,737
Wing,Steel,20,Used,Asia,Bombardier,A320
Engine,Composite,38,Used,Australia,Cessna,737
Wing,Aluminum,14,New,Australia,Boeing,CRJ900
Fuselage,Composite,5,New,South America,Cessna,G650
Wing,Titanium,35,New,Asia,Embraer,Citation X
Engine,Composite,39,Used,Australia,Gulfstream,CRJ900
Wing,Steel,13,Used,South America,Boeing,G650
Wing,Steel,11,New,Europe,Cessna,G650
Landing Gear,Titanium,22,Used,Europe,Boeing,Citation X
Avionics,Steel,15,New,Australia,Gulfstream,G650
Engine,Composite,46,New,Australia,Embraer,G650
Landing Gear,Composite,48,New,Asia,Boeing,Citation X
Engine,Aluminum,19,Used,Australia,Embraer,A320
Wing,Titanium,44,New,Australia,Airbus,737
Wing,Aluminum,13,Used,North America,Cessna,737
Landing Gear,Steel,13,Used,Africa,Bombardier,E175
Avionics,Titanium,34,New,South America,Bombardier,Citation X
Avionics,Titanium,5,Used,North America,Embraer,G650
Avionics,Aluminum,2,Used,Australia,Bombardier,A320
Wing,Composite,4,Used,North America,Boeing,Citation X
Avionics,Composite,12,New,Africa,Boeing,Citation X
Wing,Composite,22,Used,Asia,Embraer,A320
Engine,Titanium,0,New,Africa,Embraer,CRJ900
Landing Gear,Steel,39,New,Europe,Bombardier,737
Landing Gear,Steel,16,New,Africa,Boeing,G650
Landing Gear,Aluminum,0,Used,Asia,Airbus,737
Fuselage,Composite,12,New,Asia,Cessna,CRJ900
Avionics,Composite,14,Used,North America,Embraer,737
Landing Gear,Steel,45,New,South America,Airbus,Citation X
Fuselage,Composite,48,Used,North America,Gulfstream,Citation X
Landing Gear,Steel,18,New,Europe,Airbus,A320
Wing,Aluminum,47,New,Australia,Embraer,737
Landing Gear,Steel,17,New,North America,Gulfstream,A320
Avionics,Titanium,39,Used,North America,Gulfstream,A320
Wing,Composite,32,New,Europe,Embraer,G650
Wing,Aluminum,43,Used,Australia,Embraer,737
Engine,Composite,0,Used,Africa,Gulfstream,A320
Engine,Composite,1,New,North America,Gulfstream,A320
Avionics,Aluminum,34,New,Europe,Embraer,A320
Avionics,Composite,32,Used,South America,Cessna,CRJ900
Avionics,Aluminum,45,New,Europe,Gulfstream,A320
Avionics,Aluminum,38,Used,Africa,Gulfstream,E175
Avionics,Composite,43,New,Australia,Boeing,A320
Engine,Steel,8,Used,Asia,Bombardier,G650
Landing Gear,Titanium,45,New,South America,Cessna,CRJ900
Wing,Titanium,40,Used,Asia,Airbus,A320
Fuselage,Composite,18,Used,North America,Cessna,Citation X
Fuselage,Aluminum,32,Used,South America,Boeing,A320
Avionics,Steel,45,New,Australia,Embraer,A320
Fuselage,Steel,10,New,Europe,Boeing,G650
Engine,Titanium,35,New,South America,Bombardier,G650
Avionics,Titanium,41,Used,North America,Gulfstream,G650
Landing Gear,Composite,26,Used,Australia,Boeing,Citation X
Engine,Composite,43,New,South America,Airbus,737
Fuselage,Titanium,3,New,South America,Bombardier,A320
Landing Gear,Titanium,15,New,Europe,Boeing,Citation X
Fuselage,Titanium,28,New,Africa,Embraer,A320
Fuselage,Steel,1,Used,Australia,Bombardier,E175
Fuselage,Aluminum,0,New,South America,Embraer,Citation X
Avionics,Titanium,13,Used,Australia,Airbus,CRJ900
Landing Gear,Aluminum,31,New,Asia,Bombardier,A320
Wing,Titanium,6,Used,Europe,Airbus,E175
Landing Gear,Steel,44,Used,Australia,Embraer,E175
Engine,Aluminum,17,New,Africa,Bombardier,737
Wing,Steel,30,Used,Australia,Gulfstream,Citation X
Fuselage,Titanium,23,New,South America,Boeing,CRJ900
Engine,Titanium,36,Used,North America,Cessna,Citation X
Avionics,Composite,17,New,Europe,Gulfstream,G650
Landing Gear,Steel,31,Used,Australia,Bombardier,G650
Fuselage,Composite,46,Used,Africa,Airbus,A320
Avionics,Steel,13,Used,Africa,Embraer,737
Landing Gear,Aluminum,41,Used,Africa,Bombardier,CRJ900
Engine,Steel,11,New,Asia,Bombardier,A320
Engine,Aluminum,26,Used,Australia,Cessna,Citation X
Avionics,Steel,17,Used,Asia,Cessna,G650
Engine,Titanium,32,Used,Africa,Cessna,Citation X
Engine,Titanium,15,Used,North America,Gulfstream,737
Engine,Titanium,13,New,Europe,Airbus,Citation X
Engine,Steel,14,New,South America,Boeing,Citation X
Landing Gear,Titanium,28,New,Asia,Airbus,Citation X
Avionics,Aluminum,22,Used,South America,Airbus,Citation X
Fuselage,Steel,11,New,Europe,Cessna,Citation X
Wing,Aluminum,31,Used,Australia,Gulfstream,Citation X
Avionics,Aluminum,31,Used,Africa,Boeing,E175
Avionics,Titanium,12,New,Africa,Cessna,G650
Avionics,Aluminum,35,Used,Africa,Boeing,G650
Fuselage,Composite,49,New,North America,Gulfstream,Citation X
Engine,Steel,8,Used,Asia,Gulfstream,E175
Wing,Titanium,6,Used,South America,Embraer,Citation X
Wing,Aluminum,34,New,Africa,Gulfstream,A320
Landing Gear,Composite,15,Used,Australia,Airbus,Citation X
Landing Gear,Titanium,14,New,South America,Airbus,CRJ900
Fuselage,Composite,44,New,Europe,Cessna,737
Fuselage,Steel,45,Used,North America,Boeing,E175
Avionics,Composite,32,New,South America,Embraer,737
Avionics,Steel,31,New,Africa,Airbus,E175
Wing,Aluminum,6,New,Australia,Cessna,737
Fuselage,Composite,31,New,North America,Bombardier,CRJ900
Engine,Titanium,37,New,Europe,Boeing,A320
Landing Gear,Steel,5,Used,Australia,Gulfstream,G650
Wing,Titanium,36,Used,Australia,Cessna,CRJ900
